ENTIDAD;Abr;Calle;Número;Piso;Dto;CP;Ciudad;Provincia;Tel I;Tel II;Fax;Correo;Web Site
Centro Económico Cañada de Gómez;;Lavalle;Nº 1043;;;2500;Cañada de Gómez;Santa Fé;(54) (03471) 422-448;(54) (03471) 421-168;(54) (03471) 422-448 int.13;centroeconomico@mcg.org.ar;http://www.centroeconomico.org.ar
Cámara de Comercio de Añatuya;;Belgrano;Nº 510;;;3760;Añatuya;Santiago del Estero;(54) (03844) 421-467 (Part. Tonani);;;tonanisa@arnet.com.ar;http://
Cámara de Comercio e Industria de Frías;;Carlos Monti;N° 230;;;4230;Frías;Santiago del Estero;(54) (03854) 421-747;;(54) (03854) 421-747;camaracomercio@ifrias.com.ar;http://
Cámara de Comercio e Industria de Santiago del Estero - CCISGO;;Avenida General Roca Sur;Nº 678;;;4200;Santiago del Estero;Santiago del Estero;(54) (0385) 422-4108 (8-12 /17-21hs.);(54) (0385) 421-1134 // 422-4149;(54) (0385) 422-4149;ccisgo@arnet.com.ar;http://
Centro Comercial e Industrial de La Banda;;Alberdi;N° 135;;;4300;La Banda;Santiago del Estero;(54) (0385) 427-0008;(54) (0385) 427-3204;(54) (0385) 427-0008;cci_banda@arnet.com.ar;http://
Centro de Comercio,  Industria y Afines de Las Termas de Río Hondo;;Caseros;N° 268;;;4220;Termas de Río Hondo;Santiago del Estero;(54) (03858) 421-969;;(54) (03858) 421-969;centrocomercio_lastermasriohondo@yahoo.com.ar;http://
Unión Industrial de Santiago del Estero - UISDE;;Mitre;Nº 67;;;4200;Santiago del Estero;Santiago del Estero;(54) (03854) 421-0162;;(54) (03854) 421-2544;info@uisde.com;http://www.uisde.com
Cámara de Comercio y otras Actividades Empresarias de Ushuaia;;Leopoldo Lugones;Nº 1781;;;9410;Ushuaia;Tierra del Fuego;(54) (02901) 424-466;;(54) (02901) 424-466;camaracomercio@speedy.com.ar;http://
Cámara de Comercio, Industria y Producción de Río Grande - CCIPRG;;Avenida San Martín;Nº 627;Piso 1°;;9420;Río Grande;Tierra del Fuego;(54) (02964) 421-971;(54) (02964) 15-600-685 (Pte. Navarro);(54) (02964) 423-236;camaracomercio@uolsinectis.com.ar;http://www.camarariogrande.org.ar
Cámara de Comerciantes en Artefactos para el  Hogar y Afines de Tucumán;;Buenos Aires;Nº 459;;;4000;San Miguel de Tucumán;Tucumán;(54) (0381) 424-8212;(54) (0381) 430-2394;(54) (0381) 421-6440;camarahogar@hotmail.com;http://
Unión Comercial e Industrial de Monteros - UCIM;;25 de Mayo;Nº 264;;;4142;Monteros;Tucumán;(54) (03863) 426-194/428-191;;(54) (03863) 426-194/428-192;ucim_monteros@hotmail.es;http://
